51898;KINDER MINI T1;Display x24u $512,50c/u;11230;1;1;0;NULL;NULL;NULL
51900;KINDER CHOCOLATE T4;Fracci¢n x6u $1900c/u;11400;1;1;3;NULL;NULL;NULL
51902;KINDER MAXI;Display x10u $820c/u;8200;1;1;6;NULL;NULL;NULL
51904;KINDER BUENO Cl†sico;x6u $1850c/u;11100;1;1;9;NULL;NULL;NULL
51906;KINDER BUENO White;x6u $1850c/u;11100;1;1;12;NULL;NULL;NULL
51908;KINDER JOY MISTO;Display x12u $1558,33 c/u;18700;1;1;15;NULL;NULL;NULL
51910;HUEVO KINDER Nena;Display x12u $1558,33 c/u;18700;1;1;18;NULL;NULL;NULL
51912;HUEVO KINDER Nene;Display x12u $1558,33 c/u;18700;1;1;21;NULL;NULL;NULL
51914;FERRERO ROCHER;Display 16 $1987,50c/u;31800;1;1;24;NULL;NULL;NULL
51916;FERRERO ROCHER RAFAELO;Display 16 $1625c/u;26000;1;1;27;NULL;NULL;NULL
51918;FERRERO ROCHER RAFAELO REGALERIA;Display x9u;4700;1;1;30;NULL;NULL;NULL
51920;FERRERO ROCHER REGALERIA x4uni;x4u $3000c/u;9000;1;1;33;NULL;NULL;NULL
51922;FERRERO ROCHER REGALERIA Display x12u;12u;9000;1;1;36;NULL;NULL;NULL
51924;FERRERO ROCHER REGALERIA Display x8 uni ;Display x8 u;6000;1;1;39;NULL;NULL;NULL
51926;FERRERO ROCHER REGALERIA Display x24uni ;Display x24u;16800;1;1;42;NULL;NULL;NULL
51928;MYM 49,3g Marr¢n;Fraccion x6u $1900c/u;11400;1;1;45;NULL;NULL;NULL
51930;MYM 49,3g Amarillo;Fraccion x6u $1900c/u;11400;1;1;48;NULL;NULL;NULL
51932;MYM 49,3g Caramelo;Fraccion x6u $1900c/u;11400;1;1;51;NULL;NULL;NULL
51934;CONF.SKITTLES 61,5g Rojo;Fracci¢n x6u $1900c/u;11400;1;1;54;NULL;NULL;NULL
51936;CONF.SKITTLES 61,5g Violeta;Fracci¢n x6u $1900c/u;11400;1;1;57;NULL;NULL;NULL
51938;CONF.SKITTLES 61,5g µcidas;Fracci¢n x6u $1900c/u;11400;1;1;60;NULL;NULL;NULL
51940;NUEVOS SKITLES GOMITAS 50gr Roja;Fracci¢n x6u $2100c/u;12600;1;1;63;NULL;NULL;NULL
