52318;CHICLES WRIGLEY?S EN TIRAS Doublemint;Display x20 u $1000c/u;20000;1;1;0;NULL;NULL;NULL
52320;CHICLES WRIGLEY?S EN TIRAS Spearmint;Display x20 u $1000c/u;20000;1;1;3;NULL;NULL;NULL
52322;MYM 49,3g Marron;Fraccion x6u $1900c/u;11400;1;1;6;NULL;NULL;NULL
52324;MYM 49,3g Amarillo;Fraccion x6u $1900c/u;11400;1;1;9;NULL;NULL;NULL
52326;CHOC.SNICKERS 48gr;Fraccion x6 u $1900c/u;11400;1;1;12;NULL;NULL;NULL
52328;VAUQUITA Comun;Display 18u $361,11c/u;6500;1;1;15;NULL;NULL;NULL
52330;VAUQUITA Light;Display 18u $361,11c/u;6500;1;1;18;NULL;NULL;NULL
52332;ALFAJOR GULA TRIPLE Blanco;Display x18u $944,44 c/u;18000;1;1;21;NULL;NULL;NULL
52334;ALFAJOR GULA TRIPLE Negro;Display x18u $944,44 c/u;18000;1;1;24;NULL;NULL;NULL
52336;NUEVO ALFA GULA KING TRIPLE;Display x24u $945,83c/u;22700;1;1;27;NULL;NULL;NULL
52338;MUECAS BARRAS DE CEREAL Cacao y avellanas;Display x16u $806,25c/u;12900;1;1;30;NULL;NULL;NULL
52340;MUECAS BARRAS DE CEREAL Manzana arandanos;Display x16u $806,25c/u;12900;1;1;33;NULL;NULL;NULL
52342;MUECAS BARRAS DE CEREAL Pasas almendras;Display x16u $806,25c/u;12900;1;1;36;NULL;NULL;NULL
52344;MUECAS BARRAS DE CEREAL Pasas arandanos;Display x16u $806,25c/u;12900;1;1;39;NULL;NULL;NULL
52346;MUECAS BARRAS DE CEREAL Cacao y avellanas;Display x16u $868,75 c/u;13900;1;1;42;NULL;NULL;NULL
52348;MUECAS BARRAS DE CEREAL Manzana arandanos;Display x16u $868,75 c/u;13900;1;1;45;NULL;NULL;NULL
52350;MUECAS BARRAS DE CEREAL Pasas almendras;Display x16u $868,75 c/u;13900;1;1;48;NULL;NULL;NULL
52352;MUECAS BARRAS DE CEREAL Pasas arandanos;Display x16u $868,75 c/u;13900;1;1;51;NULL;NULL;NULL
52354;GALLETAS CACHAFAZ 100% INTEGRALES Algarrobo;Fraccion x6u $1716,66 c/u;10300;1;1;54;NULL;NULL;NULL
52356;GALLETAS CACHAFAZ 100% INTEGRALES Avenas y pasas;Fraccion x6u $1716,66 c/u;10300;1;1;57;NULL;NULL;NULL
52358;GALLETAS CACHAFAZ 100% INTEGRALES Chips chocolate;$2283,33c/u;13700;1;1;60;NULL;NULL;NULL
52360;GALLETAS CACHAFAZ 100% INTEGRALES Granola avena y almen.;$2083,33c/u;12500;1;1;63;NULL;NULL;NULL
52362;BELDENT INFINITY ni Menta zero;X14u $1241,66c/u;14900;1;1;66;NULL;NULL;NULL
52364;BELDENT INFINITY ni Mentol spearmint;X14u $1241,66c/u;14900;1;1;69;NULL;NULL;NULL
52366;BELDENT INFINITY ni Blueberry;X14u $1241,66c/u;14900;1;1;72;NULL;NULL;NULL
52368;BELDENT INFINITY ni Menta zero;X7u $620 c/u;9300;1;1;75;NULL;NULL;NULL
52370;BELDENT INFINITY ni Mentol spearmint;X7u $620 c/u;9300;1;1;78;NULL;NULL;NULL
52372;BELDENT INFINITY ni Blueberry;X7u $620 c/u;9300;1;1;81;NULL;NULL;NULL
52374;NUEVO ALF.TERRABUSI SIN TAC;Fraccion x12u $1050c/u;12600;1;1;84;NULL;NULL;NULL
52376;DON SATUR Salado;Caja 30u $790c/u;23700;1;1;87;NULL;NULL;NULL
