53460;CHICLES WRIGLEY?S EN TIRAS Doublemint;Display x20 u $1000c/u;20000;1;1;0;NULL;NULL;NULL
53462;CHICLES WRIGLEY?S EN TIRAS Spearmint;Display x20 u $1000c/u;20000;1;1;3;NULL;NULL;NULL
53464;MYM 49,3g Marron;Fraccion x6u $1900c/u;11400;1;1;6;NULL;NULL;NULL
53466;MYM 49,3g Amarillo;Fraccion x6u $1900c/u;11400;1;1;9;NULL;NULL;NULL
53468;CHOC.SNICKERS 48gr;Fraccion x6 u $1900c/u;11400;1;1;12;NULL;NULL;NULL
53470;KINDER MAXI;Display x10u $820c/u;8200;1;1;15;NULL;NULL;NULL
53472;KINDER BUENO Clasico;x6u $1850c/u;11100;1;1;18;NULL;NULL;NULL
53474;KINDER BUENO White;x6u $1850c/u;11100;1;1;21;NULL;NULL;NULL
53476;KINDER JOY MISTO;Display x12u $1558,33 c/u;18700;1;1;24;NULL;NULL;NULL
53478;FERRERO ROCHER;Display 16 $1987,50c/u;31800;1;1;27;NULL;NULL;NULL
53480;FERRERO ROCHER REGALERIA REGALERIA x4uni;x4u $3000c/u;9000;1;1;30;NULL;NULL;NULL
53482;FERRERO ROCHER REGALERIA Display x12uni;x12u;9000;1;1;33;NULL;NULL;NULL
53484;FERRERO ROCHER REGALERIA Display x8 uni ;x8u;6000;1;1;36;NULL;NULL;NULL
53486;FERRERO ROCHER REGALERIA Display x24uni ;x24u;16800;1;1;39;NULL;NULL;NULL
53488;MENTOS Menta;Display 12u $500c/u;6000;1;1;42;NULL;NULL;NULL
53490;MENTOS Magic;Display 12u $500c/u;6000;1;1;45;NULL;NULL;NULL
53492;MENTOS Frutilla;Display 12u $500c/u;6000;1;1;48;NULL;NULL;NULL
53494;MENTOS Frutales;Display 12u $500c/u;6000;1;1;51;NULL;NULL;NULL
53496;MENTOS Fanta;Display 12u $500c/u;6000;1;1;54;NULL;NULL;NULL
53498;JORGITO Negro;Caja 24u $595,83c/u;14300;1;1;57;NULL;NULL;NULL
53500;JORGITO Blanco;Caja 24u $595,83c/u;14300;1;1;60;NULL;NULL;NULL
53502;JORGITO Fruta;Caja 24u $595,83c/u;14300;1;1;63;NULL;NULL;NULL
53504;JORGITO Mousse;Caja 24u $595,83c/u;14300;1;1;66;NULL;NULL;NULL
53506;JORGELIN Negro;Caja 24u $804,16 c/u;19300;1;1;69;NULL;NULL;NULL
53508;JORGELIN Blanco;Caja 24u $804,16 c/u;19300;1;1;72;NULL;NULL;NULL
53510;JORGELIN Amarillo;Caja 24u $804,16 c/u;19300;1;1;75;NULL;NULL;NULL
53512;GUAYMALLEN SIMPLES Negro;Caja 40u $205c/u;8200;1;1;78;NULL;NULL;NULL
53514;GUAYMALLEN SIMPLES Blanco;Caja 40u $205c/u;8200;1;1;81;NULL;NULL;NULL
53516;GUAYMALLEN SIMPLES Fruta;Caja 40u $205c/u;8200;1;1;84;NULL;NULL;NULL
53518;GUAYMALLEN TRIPLE Negro;Caja 24u $341,66 c/u;8200;1;1;87;NULL;NULL;NULL
53520;GUAYMALLEN TRIPLE Blanco;Caja 24u $341,66 c/u;8200;1;1;90;NULL;NULL;NULL
53522;GUAYMALLEN TRIPLE Fruta;Caja 24u $341,66 c/u;8200;1;1;93;NULL;NULL;NULL
53524;SUEROX Arandanos- Pomelo;Display 6u $2083,33 c/u;12500;1;1;96;NULL;NULL;NULL
53526;SUEROX Manzana;Display 6u $2083,33 c/u;12500;1;1;99;NULL;NULL;NULL
53528;SUEROX Frutilla-kiwi;Display 6u $2083,33 c/u;12500;1;1;102;NULL;NULL;NULL
53530;SUEROX Frutos rojos;Display 6u $2083,33 c/u;12500;1;1;105;NULL;NULL;NULL
53532;TIC TAC Menta;Display 12u $600 c/u;7200;1;1;108;NULL;NULL;NULL
53534;TIC TAC Menta fresca;Display 12u $600 c/u;7200;1;1;111;NULL;NULL;NULL
53536;TIC TAC Naranja;Display 12u $600 c/u;7200;1;1;114;NULL;NULL;NULL
53538;TIC TAC Dupla frutilla;Display 12u $600 c/u;7200;1;1;117;NULL;NULL;NULL
53540;TIC TAC Mix de frutas;Display 12u $600 c/u;7200;1;1;120;NULL;NULL;NULL
53542;TIC TAC Citrus mix;Display 12u $600 c/u;7200;1;1;123;NULL;NULL;NULL
53544;CARAM.FLYN PAFF Tuti fruti;Disp;5000;1;1;126;NULL;NULL;NULL
