2176;MENTHOPLUS CLASICO Cherry;Display 12u $358,33 c/u;4300;1;1;264;NULL;NULL;NULL
2178;MENTHOPLUS CLASICO Mentol;Display 12u $358,33 c/u;4300;1;1;267;NULL;NULL;NULL
2180;MENTHOPLUS CLASICO Menta;Display 12u $358,33 c/u;4300;1;1;270;NULL;NULL;NULL
2182;MENTHOPLUS SIN AZUCAR Strong;Display 12u $475  c/u;5700;1;1;273;NULL;NULL;NULL
2184;MENTHOPLUS SIN AZUCAR Cherry;Display 12u $475  c/u;5700;1;1;276;NULL;NULL;NULL
2186;MENTHOPLUS SIN AZUCAR Mentol;Display 12u $475  c/u;5700;1;1;279;NULL;NULL;NULL
2188;MENTHOPLUS SIN AZUCAR Durazno;Display 12u $475  c/u;5700;1;1;282;NULL;NULL;NULL
2190;MENTHOPLUS 2 Cherry;Display 12u;5700;1;1;285;NULL;NULL;NULL
2192;MENTHOPLUS 2 Dulce leche;Display 12u;5700;1;1;288;NULL;NULL;NULL
2194;MENTHOPLUS 2 Latte;Display 12u;5700;1;1;291;NULL;NULL;NULL
2196;MENTHOPLUS 2 Naranja;Display 12u;5700;1;1;294;NULL;NULL;NULL
2198;MENTHOPLUS 2 Manzana;Display 12u;5700;1;1;297;NULL;NULL;NULL
2200;TOP LINE 7 Menta;Display x16u $475 c/u;7600;1;1;300;NULL;NULL;NULL
2202;TOP LINE 7 Frutilla;Display x16u $475 c/u;7600;1;1;303;NULL;NULL;NULL
2204;TOP LINE 7 Mentol;Display x16u $475 c/u;7600;1;1;306;NULL;NULL;NULL
2206;TOP LINE 7 strong;Display x16u $475 c/u;7600;1;1;309;NULL;NULL;NULL
2208;TOP LINE 7 Sandía;Display x16u $475 c/u;7600;1;1;312;NULL;NULL;NULL
2210;TOP LINE 7 Mandarina;Display x16u $475 c/u;7600;1;1;315;NULL;NULL;NULL
2212;TOP LINE 7 Bubble fun;Display x16u $475 c/u;7600;1;1;318;NULL;NULL;NULL
2214;TOP LINE LTRA Menta;7 U $1166 c/u;14000;1;1;321;NULL;NULL;NULL
2216;TOP LINE LTRA Fruta;7 U $1166 c/u;14000;1;1;324;NULL;NULL;NULL
2218;TOP LINE LTRA Clean mint;7 U $1166 c/u;14000;1;1;327;NULL;NULL;NULL
2220;TURRON ARCOR Original;Caja 50u $200 c/u;10000;1;1;330;NULL;NULL;NULL
2222;BON O BON Negro;Display 30u $316,66c/u;9500;1;1;333;NULL;NULL;NULL
2224;BON O BON Blanco;Display 30u $316,66c/u;9500;1;1;336;NULL;NULL;NULL
2226;BOMBOM BON O BON Coco;Caja 270 $5700c/u;5700;1;1;339;NULL;NULL;NULL
2228;BOMBOM BON O BON Chocolinas;Caja 270 $5700c/u;5700;1;1;342;NULL;NULL;NULL
2230;BOMBOM BON O BON Águila;Caja 270 $5700c/u;5700;1;1;345;NULL;NULL;NULL
2232;ARCOR SELECION BOM BOM SURTIDO;Display 255;6200;1;1;348;NULL;NULL;NULL
2234;ARCOR SELECION KIOSCO EN CASA;Display 249;6200;1;1;351;NULL;NULL;NULL
2236;ARCOR SELECION BOMBONES EN CASA;Display 228;5800;1;1;354;NULL;NULL;NULL
2238;BARRITA AGUILA Rosa;Display 24u $625c/u;15000;1;1;357;NULL;NULL;NULL
2240;BARRITA AGUILA Negro;Display 24u $666,66c/u;16000;1;1;360;NULL;NULL;NULL
2242;BARRITA AGUILA 60% C/Naranja;Display 24u $666,66c/u;16000;1;1;363;NULL;NULL;NULL
2244;CHOC.AMARGO AGUILA 80%;Fracción 3u;19800;1;1;366;NULL;NULL;NULL
2246;CHOC.AMARGO AGUILA 70%;Fracción 3u $6100 c/u;18300;1;1;369;NULL;NULL;NULL
2248;CHOC.AMARGO AGUILA 60%;fracción x3u $5500c/u;16500;1;1;372;NULL;NULL;NULL
2250;CHOC.AGUILA 100g;Fracción x3 u $3450c/u;10350;1;1;375;NULL;NULL;NULL
2252;CHOC.AGUILA 150g;Fracción x3 u $4250c/u;12750;1;1;378;NULL;NULL;NULL
2254;CHOC.AGUILA NARANJA 100g;Fracción x3 u $4350 c/u;13150;1;1;381;NULL;NULL;NULL
2256;BLOCK 38G Negro;Display 20u $1000 c/u;20000;1;1;384;NULL;NULL;NULL
2258;BLOCK 38G Blanco;Display 20u $1000 c/u;20000;1;1;387;NULL;NULL;NULL
2260;BLOCK 110g;Display 12u $2600c/u;31200;1;1;390;NULL;NULL;NULL
2262;BLOCK 170g Chocolate;Fraccion 3u $4500 c/u;13500;1;1;393;NULL;NULL;NULL
2264;BLOCK 170g Miti Miti;Fraccion 3u $4500 c/u;13500;1;1;396;NULL;NULL;NULL
2266;COFLER MACIZO 55g Leche;Caja 10u $1950;19500;1;1;399;NULL;NULL;NULL
2268;COFLER MACIZO 55g Almendras;Caja 10u $1950;19500;1;1;402;NULL;NULL;NULL
2270;COFLER MACIZO 55g Rockelts;Caja 10u $1950;19500;1;1;405;NULL;NULL;NULL
2272;COFLER AIREADO 55g Leche;Display 10u $2100;21000;1;1;408;NULL;NULL;NULL
2274;COFLER AIREADO 55g Combinado;Display 10u $2100;21000;1;1;411;NULL;NULL;NULL
2276;COFLER AIREADO 55g Almendras;Display 10u $2100;21000;1;1;414;NULL;NULL;NULL
2278;COFLER AIREADO 55g Blanco;Display 10u $2100;21000;1;1;417;NULL;NULL;NULL
2280;COFLER AIREADO 55g Relleno Bon Bon Relleno tofi;Display 10u $2100;21000;1;1;420;NULL;NULL;NULL
2282;ROCKLETS 40G;Display 18u $872,22 c/u;15700;1;1;423;NULL;NULL;NULL
2284;ROCKLETS 20g Clásico;Display 24u $487,50c/u;11700;1;1;426;NULL;NULL;NULL
2286;ROCKLETS 20g Extreme;Display 24u $487,50c/u;11700;1;1;429;NULL;NULL;NULL
2288;ROCKLETS 20g Picante;Display 24u $487,50c/u;11700;1;1;432;NULL;NULL;NULL
2290;CHOC. TOFI 28g Blanco;Display x25u $928c/u;23200;1;1;435;NULL;NULL;NULL
2292;CHOC. TOFI 28g Negro;Display x25u $928c/u;23200;1;1;438;NULL;NULL;NULL
2294;CEREAL MIX Original;Display x20u $535c/u;10700;1;1;441;NULL;NULL;NULL
2296;CEREAL MIX Frutilla;Display x20u $535c/u;10700;1;1;444;NULL;NULL;NULL
2298;CEREAL MIX Frutilla light;Display x20u $535c/u;10700;1;1;447;NULL;NULL;NULL
2300;CEREAL MIX Chocolate c/Almendras;Display x20u $535c/u;10700;1;1;450;NULL;NULL;NULL
2302;CEREAL MIX Frutilla/chocolate;Display x20u $535c/u;10700;1;1;453;NULL;NULL;NULL
2304;CEREAL MIX Manzana;Display x20u $535c/u;10700;1;1;456;NULL;NULL;NULL
2306;CEREAL MIX Pasión chocolate;Display x20u $535c/u;10700;1;1;459;NULL;NULL;NULL
2308;CEREAL MIX Frutos secos;Display x20u $600c/u;12000;1;1;462;NULL;NULL;NULL
2310;OBLEA BOM BOM Negro;Display x20u $580 c/u;11600;1;1;465;NULL;NULL;NULL
2312;OBLEA BOM BOM Blanca;Display x20u $580 c/u;11600;1;1;468;NULL;NULL;NULL
2314;ALF.SIMPLES BOM BOM Leche;Fracción x20u;10700;1;1;471;NULL;NULL;NULL
2316;ALF.SIMPLES BOM BOM Blanco;Fracción x20u;10700;1;1;474;NULL;NULL;NULL
2318;ALF.SIMPLES BOM BOM Cofler mouse;Fracción x20u;10700;1;1;477;NULL;NULL;NULL
2320;ALF.SIMPLES COFLER BLOCK;Fraccion x12u $533,33c/u;6400;1;1;480;NULL;NULL;NULL
2322;CABSHA;Display 48u $293,75 c/u;14100;1;1;483;NULL;NULL;NULL
2324;BOCADITO CABSHA AVELLANA;Display 24u $295,83c/u;7100;1;1;486;NULL;NULL;NULL
2326;NUEVO ALFAJOR CACHAFAZ 72% CAÇÃO C/HARINA DE ALMENDRAS;Display x12u $1916,66c/u;23000;1;1;489;NULL;NULL;NULL
2328;ALF.CACHAFAZ Negro;Display x12u;15000;1;1;492;NULL;NULL;NULL
2330;ALF.CACHAFAZ Blanco;Display x12u;15000;1;1;495;NULL;NULL;NULL
2332;ALF.CACHAFAZ Mousse;Display x12u;15000;1;1;498;NULL;NULL;NULL
2334;BOCADITO KOOKY BON FELFORT;Caja x30u $238,33 c/u;7150;1;1;501;NULL;NULL;NULL
2336;MARROC;Display 60u $570c/u;34200;1;1;504;NULL;NULL;NULL
2338;DOS CORAZONES;Display 20u $1020c/u;20400;1;1;507;NULL;NULL;NULL
2340;MEDALLON MENTA;Display 30u $470 c/u;14100;1;1;510;NULL;NULL;NULL
2342;TIVIS;Display x20u $780 c/u;15600;1;1;513;NULL;NULL;NULL
2344;CHOC.FEELING;Display x30u $530 c/u;15900;1;1;516;NULL;NULL;NULL
2346;CEREAL FORT Flekos;Display x24u $470.83;11300;1;1;519;NULL;NULL;NULL
2348;CEREAL FORT Frutilla;Display x24u $470.83;11300;1;1;522;NULL;NULL;NULL
2350;CEREAL FORT Clasico;Display x24u $470.83;11300;1;1;525;NULL;NULL;NULL
2352;CEREAL FORT Chocolate;Display x24u $470.83;11300;1;1;528;NULL;NULL;NULL
2354;CEREAL FORT Manzana;Display x24u $470.83;11300;1;1;531;NULL;NULL;NULL
2356;MONEDA PIRATA;Display 60u $330c/u;19800;1;1;534;NULL;NULL;NULL
2358;REFRESCO Original;Display 12u $441,66 c/u;5300;1;1;537;NULL;NULL;NULL
2360;PRIME Tachas;Fracción 12u $1900 c/u;22800;1;1;540;NULL;NULL;NULL
2362;PRIME Texturado;Fracción 12u $1900 c/u;22800;1;1;543;NULL;NULL;NULL
2364;PRIME Espermicida;Fracción 12u $1900 c/u;22800;1;1;546;NULL;NULL;NULL
2366;PRIME Extra Lubricado;Fracción 12u $1900 c/u;22800;1;1;549;NULL;NULL;NULL
2368;PRIME Super Fino;Fracción 12u $1900 c/u;22800;1;1;552;NULL;NULL;NULL
2370;PRIME Ultra Fino;Fracción 12u $1900 c/u;22800;1;1;555;NULL;NULL;NULL
2372;PRIME Anatomico;Fracción 12u $1900 c/u;22800;1;1;558;NULL;NULL;NULL
2374;PRIME Mega;Fracción 12u $1900 c/u;22800;1;1;561;NULL;NULL;NULL
2376;PRIME Retardante;Fracción 12u $1900 c/u;22800;1;1;564;NULL;NULL;NULL
2378;PILAS DURACELL AA;Display 12u $880 c/u;10560;1;1;567;NULL;NULL;NULL
2380;PILAS DURACELL AAA;Display 12u $880 c/u;10560;1;1;570;NULL;NULL;NULL
2382;DURACELL C;Display 2u $4700c/u;9400;1;1;573;NULL;NULL;NULL
2384;DURACELL D;Display 2u $4700c/u;9400;1;1;576;NULL;NULL;NULL
2386;DURACELL BATERÍA 9V;Display 1u $4900 c/u;4900;1;1;579;NULL;NULL;NULL
2388;MINI-BIC;Display 12u $800;9600;1;1;582;NULL;NULL;NULL
2390;MAXI-BIC;Display 12u $1050;12600;1;1;585;NULL;NULL;NULL
2392;ENCENDEDOR TRANSPARENTE SHARK;Display 25u $260 c/u;6500;1;1;588;NULL;NULL;NULL
2394;LA GOTITA GEL;Display 6u $1700;10200;1;1;591;NULL;NULL;NULL
2396;LA GOTITA;Display 6u $1300;7800;1;1;594;NULL;NULL;NULL
2398;PRESTOBARBA X2 FILOS;x 12u $750 c/u;9000;1;1;597;NULL;NULL;NULL
2400;PRESTOBARBA X3 FILOS;10u $1420c/u;14200;1;1;600;NULL;NULL;NULL
2402;VAN HASSEN Original Blend;Fracc. x5u $4900c/u;24500;1;1;603;NULL;NULL;NULL
2404;VAN HASSEN Nativo;Fracc. x5u $4900c/u;24500;1;1;606;NULL;NULL;NULL
2406;VAN HASSEN Vainilla;Fracc. x5u $4900c/u;24500;1;1;609;NULL;NULL;NULL
2408;TABACO FLANDRIA Sauvage;Fracc. x5u $5300 c/u;26500;1;1;612;NULL;NULL;NULL
2410;TABACO FLANDRIA Eco;Fracc. x5u $5300 c/u;26500;1;1;615;NULL;NULL;NULL
2412;TABACO FLANDRIA Gold;Fracc. x5u $5300 c/u;26500;1;1;618;NULL;NULL;NULL
2414;TABACO FLANDRIA Vainilla;Fracc. x5u $5300 c/u;26500;1;1;621;NULL;NULL;NULL
2416;TABACO FLANDRIA Silver;Fracc. x5u $5300 c/u;26500;1;1;624;NULL;NULL;NULL
2418;TABACO FLANDRIA Virginia;Fracc. x5u $5300 c/u;26500;1;1;627;NULL;NULL;NULL
2420;TABACO FLANDRIA Original;Fracc. x5u $5300 c/u;26500;1;1;630;NULL;NULL;NULL
2422;TABACO FLANDRIA Negro;Fracc. x5u $5300 c/u;26500;1;1;633;NULL;NULL;NULL
2424;SAUVER ORIGINAL CON EXHIBIDOR;display 24u $687;16500;1;1;636;NULL;NULL;NULL
2426;FILTROS LIBELLA SLIM LONG MENTA;disp.X15u $1933c/u;29000;1;1;639;NULL;NULL;NULL
2428;FILTROS LIBELLA EXTRA SLIM;Disp x26u $1590c/u;41350;1;1;642;NULL;NULL;NULL
2430;FILTROS LIBELLA HAVANNAH;displ. X20u $1590c/u;31800;1;1;645;NULL;NULL;NULL
2432;FILTROS LIBELLA SLIM MENTOLADO;Disp. x 20u $1850c/u;37000;1;1;648;NULL;NULL;NULL
2434;FILTROS LIBELLA REGULAR;Disp. X15u $1950c/u;29200;1;1;651;NULL;NULL;NULL
2436;FILTROS SMOKING BROWN;Display x10 u $1630c/u;16300;1;1;654;NULL;NULL;NULL
2438;FILTROS SMOKING SLIM LONG;Disp x30U $1790 c/u;53700;1;1;657;NULL;NULL;NULL
2440;ARMADORES OCB ACRILICO;FRACCIÓN X3u $5100c/u;15300;1;1;660;NULL;NULL;NULL
2442;STAMPS CELULOSA  y un cuarto;Disp x 25 u $1100c/u;27500;1;1;663;NULL;NULL;NULL
